e1,e2,de2_dt,v_norm,heading_error,kappa,kappa_max_lookahead,s,t_norm,V_opt
-0.05535785237023545,0.04729424283280248,0.03533989748458227,0.7066914254693845,0.08921795677048455,0.3197133992289419,0.3240603408604127,4.2192181968527045,1.0595944388761407,2.1200742764081535
0.001071057620672472,-0.09469280606322728,-0.06023246986267031,0.8948649551216404,0.06498844377795232,0.10931898740180168,0.1365660614319625,2.204406220406967,2.1785313677518174,2.684594865364921
0.03962787899764536,-0.03194989669640162,-0.06890410003764369,0.6555846645863709,0.09572130722067812,0.4047152283389133,0.42154495559454463,0.9274584338014791,1.193432753666928,1.9667539937591125
0.02074520627337821,0.06142565465487604,0.045946357338763566,0.578716406361985,0.053622809145470074,0.4237471831737299,0.47240297137269843,3.785343772083535,2.104081262546454,1.7361492190859549
0.015470429051352402,0.040914367242984695,-0.09083512326886756,0.5365430927966035,0.022789827565154686,0.41470233212649743,0.42917173030660277,0.797919769236275,1.4655817727220604,1.6096292783898105
-0.04440527937798158,0.027136888852880042,-0.027033564205983157,0.9045616477805786,0.037018096711688264,0.05050071470486456,0.060976066243438945,2.669778220491134,2.873309175424988,2.7136849433417356
0.045825359590069836,-0.06731950124761432,-0.02410891164847044,0.6601749394968305,0.09895233506365952,0.32401769262329677,0.3560176806160014,5.569497437746462,2.369228501979749,1.9805248184904916
0.05519998230924897,-0.05419038560717913,-0.09357995121919245,0.5656417727945104,0.03154530480590819,0.4214259600949048,0.43481300389368993,2.109828435863265,2.885819428670109,1.6969253183835313
-0.020873619787867143,0.08290951794810872,-0.008229629482520234,0.5425816190253651,0.026488016649805247,0.43818381323633443,0.4505151886210336,5.613681341631508,1.5254832170458705,1.6277448570760953
0.07956457672049541,-0.02011989897192054,-0.056135848168543334,0.7524034451232521,0.09975376064951103,0.29229299511177026,0.3177693097955935,0.9090941217379389,1.0942327508494691,2.257210335369756
-0.015568006640063192,-0.08729445876960858,-0.023676142698692643,0.9040478612683648,0.09961213802400969,0.054824565175329576,0.08128028243028643,9.710783776136182,2.721559404468996,2.7121435838050942
0.04414436387203893,0.036342073805314956,0.007394066081759035,0.9518479066601624,0.02668251899525428,0.005740510971409818,0.037788600900400225,1.1155217359587644,1.86953050133821,2.855543719980487
-0.04732218984978185,0.00011722261005966961,-0.06426962389397373,0.8383810438022019,0.09126278393448206,0.22686185316460322,0.27038778165644156,2.9844479144863287,2.2778989897320105,2.5151431314066057
-0.06943214629007305,0.05250216001503025,0.007875806023925153,0.6760325701378919,0.07786264786305583,0.30448510571908616,0.331002789328845,0.005718961279435053,1.6483121140093462,2.0280977104136757
0.0663331058722359,-0.03849717491946772,-0.0884149667011625,1.0,0.08780095992040406,0.009738371192916151,0.05708584345781586,0.8565345206787878,1.9719809266332275,3.0
